Device,Acq Date,Acq Time,Time step,Voc,Jsc,VPP,MPP,FF,PCE,Light,V_r,J_r,V_f,J_f,Acq Soak Voltage,Acq Soak Time,Acq Hold Time,Acq Step Voltage,Acq Rev Voltage,Acq Forw Voltage,Architecture,Direction,Num Track Devices,Delay Before Meas,Track Time,Operator,Comments
cxc5,2017-10-04,14-54-43,5.427999973297119,0.0,0.0,1.437651072392109,2.0670187706085645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1,0.5,-1.0,1,1.0,0.0,2.0,0.1,5,,
,2017-10-04,14-54-40,3.258000135421753,0.0,0.0,1.200023198899979,1.440217442345401,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
,2017-10-04,14-54-38,1.0950000286102295,0.0,0.0,0.9999999989999999,1.000131998999868,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
,2017-10-04,14-54-37,0,0.0,0.0,0.9999999989999999,1.0001329989998669,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
